id,smoking
159549,0.03549455
159550,0.00804914
159551,0.7124083
159552,0.7387146
159553,0.4421698
159554,0.17936212
159555,0.9456084
159556,0.8619174
159557,0.88954157
159558,0.13806666
159559,0.71207863
159560,0.03980087
159561,0.91572094
159562,0.92803127
159563,0.15753551
159564,0.0356979
159565,0.061152518
159566,0.3190149
159567,0.8597868
159568,0.6444134
159569,0.012542075
159570,0.7462014
159571,0.09537184
159572,0.4394533
159573,0.027383564
159574,0.82819456
159575,0.023624886
159576,0.15945591
159577,0.708021
159578,0.35122114
159579,0.02775584
159580,0.6100235
159581,0.081820615
159582,0.4089364
159583,0.66044056
159584,0.3284597
159585,0.49683976
159586,0.39740095
159587,0.9225075
159588,0.89069325
159589,0.85692453
159590,0.8917109
159591,0.5820902
159592,0.013047825
159593,0.741738
159594,0.05272769
159595,0.82887787
159596,0.8228106
159597,0.30041173
159598,0.012118605
159599,0.0053774803
159600,0.004146226
159601,0.6519728
159602,0.059369847
159603,0.64677936
159604,0.24516752
159605,0.31301263
159606,0.0024553346
159607,0.022471491
159608,0.81835735
159609,0.55912864
159610,0.0023326
159611,0.010625362
159612,0.6818981
159613,0.72665447
159614,0.023916394
159615,0.014272029
159616,0.116911896
159617,0.05013837
159618,0.7798671
159619,0.013747233
159620,0.6594041
159621,0.79902583
159622,0.72744983
159623,0.60952586
159624,0.0123086795
159625,0.00977748
159626,0.029611282
159627,0.37055072
159628,0.4109912
159629,0.74511373
159630,0.22116335
159631,0.16689444
159632,0.04626488
159633,0.037700195
159634,0.5844868
159635,0.003147339
159636,0.04293377
159637,0.13802122
159638,0.91202587
159639,0.18350667
159640,0.06266626
159641,0.042392984
159642,0.27862707
159643,0.17753968
159644,0.3477192
159645,0.50935894
159646,0.011064159
159647,0.69968283
159648,0.4343947
159649,0.28362575
159650,0.90966856
159651,0.79554766
159652,0.32682994
159653,0.13958225
159654,0.06058046
159655,0.5981254
159656,0.0849821
159657,0.7058196
159658,0.0073762364
159659,0.0017679064
159660,0.34861943
159661,0.49881583
159662,0.40402734
159663,0.80050707
159664,0.0116629
159665,0.45009598
159666,0.62866306
159667,0.10114791
159668,0.82202727
159669,0.3385132
159670,0.016288102
159671,0.73069525
159672,0.41186768
159673,0.7696567
159674,0.39651808
159675,0.85148656
159676,0.002682025
159677,0.5961928
159678,0.39332724
159679,0.019579662
159680,0.8446455
159681,0.27574083
159682,0.6939945
159683,0.71337974
159684,0.39273518
159685,0.45688948
159686,0.067776024
159687,0.011601527
159688,0.97504836
159689,0.13593283
159690,0.8264943
159691,0.62496835
159692,0.8631114
159693,0.40283203
159694,0.5875855
159695,0.003517002
159696,0.005730774
159697,0.053145945
159698,0.33118236
159699,0.75185156
159700,0.7438061
159701,0.78527105
159702,0.82408315
159703,0.008068591
159704,0.5463154
159705,0.021109845
159706,0.13649946
159707,0.6841913
159708,0.6556571
159709,0.9122538
159710,0.925846
159711,0.66648805
159712,0.818039
159713,0.63335603
159714,0.49678853
159715,0.38574722
159716,0.60752374
159717,0.008031972
159718,0.31986526
159719,0.07480462
159720,0.54245317
159721,0.74767864
159722,0.48495495
159723,0.021364994
159724,0.020096991
159725,0.87731516
159726,0.040202823
159727,0.006078467
159728,0.015875066
159729,0.8002621
159730,0.25756952
159731,0.79173964
159732,0.012170733
159733,0.55566823
159734,0.38782388
159735,0.015278229
159736,0.46605438
159737,0.67689586
159738,0.0077828923
159739,0.014476819
159740,0.6265759
159741,0.46451256
159742,0.2543643
159743,0.76160246
159744,0.7353938
159745,0.6075881
159746,0.58780164
159747,0.03415075
159748,0.095938265
159749,0.46727446
159750,0.4970927
159751,0.036826625
159752,0.044351663
159753,0.72604525
159754,0.4139447
159755,0.5911706
159756,0.03717329
159757,0.3897005
159758,0.6515711
159759,0.02679333
159760,0.86077535
159761,0.01615651
159762,0.44142586
159763,0.13629498
159764,0.8234971
159765,0.593639
159766,0.65786314
159767,0.614013
159768,0.8899213
159769,0.52797055
159770,0.70006055
159771,0.008009338
159772,0.42061916
159773,0.23676397
159774,0.28795555
159775,0.22779685
159776,0.026872866
159777,0.4021534
159778,0.28580773
159779,0.7941506
159780,0.5547069
159781,0.85710406
159782,0.08203724
159783,0.12212369
159784,0.4365587
159785,0.0048685423
159786,0.88779217
159787,0.42009407
159788,0.022957163
159789,0.021413406
159790,0.037244268
159791,0.933396
159792,0.1578475
159793,0.3906436
159794,0.21980071
159795,0.118347205
159796,0.48481077
159797,0.7364388
159798,0.5870586
159799,0.003181691
159800,0.01776341
159801,0.023967834
159802,0.9829664
159803,0.6463746
159804,0.55797833
159805,0.6075237
159806,0.84002525
159807,0.69031405
159808,0.013973911
159809,0.6099686
159810,0.0049208105
159811,0.0043709357
159812,0.35119078
159813,0.5955962
159814,0.887594
159815,0.77979636
159816,0.607103
159817,0.57677263
159818,0.0066330708
159819,0.65253013
159820,0.1165816
159821,0.018092807
159822,0.5917853
159823,0.0035058532
159824,0.66949034
159825,0.69631535
159826,0.5500267
159827,0.022102414
159828,0.01100708
159829,0.00647957
159830,0.07436227
159831,0.6298323
159832,0.5795371
159833,0.42528212
159834,0.025674792
159835,0.9112444
159836,0.018842775
159837,0.53965783
159838,0.017627718
159839,0.2571726
159840,0.74806327
159841,0.74697715
159842,0.7190924
159843,0.90947765
159844,0.61290777
159845,0.011709371
159846,0.7849344
159847,0.22508733
159848,0.42282826
159849,0.7778869
159850,0.0032162657
159851,0.48813087
159852,0.017144725
159853,0.24386731
159854,0.8704195
159855,0.32170233
159856,0.10449354
159857,0.53111726
159858,0.76518834
159859,0.003306174
159860,0.9070944
159861,0.012290137
159862,0.010816933
159863,0.64352727
159864,0.014544878
159865,0.013033212
159866,0.59570813
159867,0.45716858
159868,0.8268927
159869,0.6772365
159870,0.72412467
159871,0.058892183
159872,0.79154253
159873,0.76385134
159874,0.2922224
159875,0.15420516
159876,0.76798964
159877,0.049386818
159878,0.4543004
159879,0.5604223
159880,0.6083152
159881,0.025017051
159882,0.8299624
159883,0.8632495
159884,0.76429427
159885,0.4278703
159886,0.41525024
159887,0.27426478
159888,0.3685053
159889,0.91756475
159890,0.66791123
159891,0.95762867
159892,0.12768295
159893,0.02419179
159894,0.8033271
159895,0.6465135
159896,0.52884144
159897,0.37731934
159898,0.70740956
159899,0.8763259
159900,0.015833246
159901,0.71187735
159902,0.31235367
159903,0.37221706
159904,0.4318843
159905,0.018483892
159906,0.81372815
159907,0.75586665
159908,0.81217045
159909,0.003908598
159910,0.52632964
159911,0.20433661
159912,0.734697
159913,0.052933488
159914,0.013566666
159915,0.2263988
159916,0.016021771
159917,0.020774093
159918,0.1291475
159919,0.5188665
159920,0.12580328
159921,0.8725045
159922,0.22171539
159923,0.3238873
159924,0.84041727
159925,0.8006283
159926,0.83976525
159927,0.54206944
159928,0.43381187
159929,0.7273467
159930,0.19881423
159931,0.37919164
159932,0.004481708
159933,0.30501306
159934,0.22029583
159935,0.1983542
159936,0.38138247
159937,0.010410092
159938,0.69522345
159939,0.7000821
159940,0.80510795
159941,0.58128154
159942,0.5081685
159943,0.5626538
159944,0.015252826
159945,0.809495
159946,0.7218734
159947,0.016855642
159948,0.15778475
159949,0.6790882
159950,0.7850699
159951,0.21653569
159952,0.6818489
159953,0.010323407
159954,0.40155128
159955,0.003064167
159956,0.678168
159957,0.91538936
159958,0.6652632
159959,0.24042994
159960,0.7072587
159961,0.78865707
159962,0.0027806405
159963,0.94151163
159964,0.049938373
159965,0.64668006
159966,0.8546445
159967,0.64956963
159968,0.0128951315
159969,0.82641566
159970,0.017998181
159971,0.0067205154
159972,0.029946344
159973,0.68102574
159974,0.19108395
159975,0.74882215
159976,0.49358997
159977,0.73743457
159978,0.021129604
159979,0.7148764
159980,0.75921106
159981,0.7482683
159982,0.59884864
159983,0.8797425
159984,0.33758292
159985,0.8104896
159986,0.89135844
159987,0.021836774
159988,0.8684713
159989,0.6014845
159990,0.241532
159991,0.011428894
159992,0.43833825
159993,0.0049097133
159994,0.015885893
159995,0.0068685864
159996,0.36762398
159997,0.90224934
159998,0.5911463
159999,0.812101
160000,0.766094
160001,0.16043976
160002,0.43422475
160003,0.031921577
160004,0.66108906
160005,0.010848484
160006,0.48129544
160007,0.69788575
160008,0.1342834
160009,0.5515206
160010,0.67285115
160011,0.10361186
160012,0.6321893
160013,0.826672
160014,0.0059367875
160015,0.06725233
160016,0.61005265
160017,0.14923795
160018,0.85892415
160019,0.0073374757
160020,0.044391323
160021,0.5073197
160022,0.81697893
160023,0.015154372
160024,0.5882413
160025,0.08803838
160026,0.015848506
160027,0.6870241
160028,0.011681658
160029,0.68215656
160030,0.33954617
160031,0.80227906
160032,0.0070073744
160033,0.050521467
160034,0.6811435
160035,0.51088834
160036,0.009876525
160037,0.43091285
160038,0.54268485
160039,0.010837192
160040,0.47797933
160041,0.023842685
160042,0.30466595
160043,0.030213825
160044,0.0920649
160045,0.017722348
160046,0.43973923
160047,0.41797394
160048,0.37526172
160049,0.013238572
160050,0.7777153
160051,0.8596191
160052,0.81099236
160053,0.083845556
160054,0.56956756
160055,0.4067395
160056,0.21703567
160057,0.03619457
160058,0.37830994
160059,0.79583794
160060,0.2702645
160061,0.1451943
160062,0.90703803
160063,0.042033136
160064,0.11368851
160065,0.4162616
160066,0.7075128
160067,0.35108203
160068,0.77396905
160069,0.6990077
160070,0.0032565224
160071,0.05276421
160072,0.6290357
160073,0.0462159
160074,0.64441115
160075,0.9370421
160076,0.29552266
160077,0.018460093
160078,0.6756776
160079,0.03391669
160080,0.29022622
160081,0.12125434
160082,0.22559173
160083,0.061980087
160084,0.004472866
160085,0.07738508
160086,0.009239776
160087,0.060607288
160088,0.3734529
160089,0.8826262
160090,0.59319794
160091,0.90562785
160092,0.5773479
160093,0.65255
160094,0.005907122
160095,0.7806046
160096,0.53979146
160097,0.2110422
160098,0.7512542
160099,0.0015445653
160100,0.55676734
160101,0.39840525
160102,0.70420074
160103,0.7693747
160104,0.14513443
160105,0.25598
160106,0.015927842
160107,0.23805287
160108,0.5593103
160109,0.87349224
160110,0.70525396
160111,0.3108777
160112,0.051256374
160113,0.06901081
160114,0.70885885
160115,0.0042590457
160116,0.010038735
160117,0.9192689
160118,0.54225117
160119,0.0018878694
160120,0.26427054
160121,0.64401954
160122,0.64663696
160123,0.40976766
160124,0.783427
160125,0.7880298
160126,0.7902655
160127,0.62221926
160128,0.27292797
160129,0.78092647
160130,0.49064457
160131,0.03515403
160132,0.014483555
160133,0.9273015
160134,0.893542
160135,0.6730638
160136,0.0078053614
160137,0.6881067
160138,0.6864742
160139,0.94006574
160140,0.51843154
160141,0.67561984
160142,0.0037933723
160143,0.54432565
160144,0.16166045
160145,0.003644714
160146,0.004990115
160147,0.5415631
160148,0.6954571
160149,0.44467288
160150,0.18711971
160151,0.21547817
160152,0.07114041
160153,0.054669496
160154,0.6791427
160155,0.622863
160156,0.88791525
160157,0.5684862
160158,0.20833918
160159,0.7835883
160160,0.013002688
160161,0.73194075
160162,0.11733767
160163,0.79082686
160164,0.86349255
160165,0.89026845
160166,0.7785177
160167,0.72589517
160168,0.27197504
160169,0.22872013
160170,0.94127524
160171,0.0065729553
160172,0.5650291
160173,0.41385314
160174,0.68545425
160175,0.0058509395
160176,0.13535999
160177,0.32712352
160178,0.40101057
160179,0.008340766
160180,0.7059365
160181,0.6318286
160182,0.7743646
160183,0.00827168
160184,0.6981427
160185,0.012088974
160186,0.32851166
160187,0.008365994
160188,0.889342
160189,0.6523355
160190,0.038631152
160191,0.6388347
160192,0.59325594
160193,0.010993115
160194,0.24068001
160195,0.66740286
160196,0.24691299
160197,0.5568082
160198,0.56714034
160199,0.013790332
160200,0.011812853
160201,0.029802661
160202,0.78937936
160203,0.75624716
160204,0.18993442
160205,0.91838485
160206,0.6938203
160207,0.048658006
160208,0.33661777
160209,0.6242613
160210,0.016934168
160211,0.54876477
160212,0.42028582
160213,0.74939346
160214,0.20142673
160215,0.17313956
160216,0.08511625
160217,0.789729
160218,0.23195675
160219,0.7801097
160220,0.6121367
160221,0.5856129
160222,0.20893212
160223,0.63196474
160224,0.7193602
160225,0.3511308
160226,0.05085594
160227,0.45557895
160228,0.7370595
160229,0.7115862
160230,0.79229975
160231,0.016036693
160232,0.87024426
160233,0.008825366
160234,0.040805347
160235,0.78991365
160236,0.49962452
160237,0.30587053
160238,0.29289687
160239,0.009350964
160240,0.91213965
160241,0.018085338
160242,0.27630097
160243,0.6100972
160244,0.007825046
160245,0.6417589
160246,0.781385
160247,0.52824336
160248,0.1621099
160249,0.70793074
160250,0.8304044
160251,0.32247165
160252,0.012917025
160253,0.26695272
160254,0.7286286
160255,0.72708964
160256,0.3805404
160257,0.90918577
160258,0.0037306584
160259,0.86712444
160260,0.4923738
160261,0.12773913
160262,0.014618562
160263,0.10316466
160264,0.54853386
160265,0.5589122
160266,0.8249562
160267,0.43674645
160268,0.649474
160269,0.023879942
160270,0.05785915
160271,0.55120283
160272,0.82564414
160273,0.010328488
160274,0.05466974
160275,0.5884333
160276,0.55369765
160277,0.0063085184
160278,0.6430489
160279,0.652226
160280,0.034825854
160281,0.7494607
160282,0.6000054
160283,0.46044824
160284,0.572422
160285,0.82869977
160286,0.7098769
160287,0.5797737
160288,0.17846617
160289,0.5324501
160290,0.8376635
160291,0.071215324
160292,0.008655099
160293,0.78010106
160294,0.10885061
160295,0.8154227
160296,0.609779
160297,0.7215087
160298,0.011575371
160299,0.7645017
160300,0.5820031
160301,0.7152005
160302,0.2004579
160303,0.42507136
160304,0.7227522
160305,0.5906635
160306,0.69519407
160307,0.631529
160308,0.029488897
160309,0.03857026
160310,0.00429699
160311,0.7672688
160312,0.4118708
160313,0.67074245
160314,0.48240423
160315,0.7999379
160316,0.8021918
160317,0.59744245
160318,0.8389417
160319,0.56594074
160320,0.011817586
160321,0.79608047
160322,0.41647318
160323,0.4529217
160324,0.75814587
160325,0.95420796
160326,0.55103004
160327,0.019207269
160328,0.05449355
160329,0.8083518
160330,0.015717704
160331,0.8691131
160332,0.8544191
160333,0.08479774
160334,0.5144655
160335,0.37922388
160336,0.80751526
160337,0.66950166
160338,0.4626269
160339,0.010145131
160340,0.8062958
160341,0.38538623
160342,0.44845828
160343,0.8554582
160344,0.44974867
160345,0.34578264
160346,0.37119213
160347,0.9220431
160348,0.92360693
160349,0.39982536
160350,0.82593054
160351,0.80680025
160352,0.7186778
160353,0.028164968
160354,0.012790609
160355,0.16818076
160356,0.13348162
160357,0.044510294
160358,0.25331932
160359,0.014955962
160360,0.015971392
160361,0.038570505
160362,0.006804579
160363,0.019090818
160364,0.4118451
160365,0.4868852
160366,0.006116682
160367,0.85972166
160368,0.19255108
160369,0.0496373
160370,0.89558345
160371,0.68408746
160372,0.0058174906
160373,0.83975816
160374,0.75144565
160375,0.17009419
160376,0.5527745
160377,0.020812957
160378,0.7621761
160379,0.58064777
160380,0.021332124
160381,0.5246046
160382,0.6453611
160383,0.06844735
160384,0.44240963
160385,0.016951658
160386,0.05979854
160387,0.0061835735
160388,0.3652149
160389,0.7954547
160390,0.6592553
160391,0.60858685
160392,0.5980038
160393,0.15374245
160394,0.007609502
160395,0.60070753
160396,0.647181
160397,0.23137616
160398,0.9044643
160399,0.54798806
160400,0.8418787
160401,0.006109911
160402,0.74752414
160403,0.031827506
160404,0.37225524
160405,0.4467075
160406,0.4859642
160407,0.007996262
160408,0.6174391
160409,0.002675603
160410,0.051321153
160411,0.91567934
160412,0.5547845
160413,0.78849053
160414,0.025280032
160415,0.008803196
160416,0.025550077
160417,0.0082261795
160418,0.07780968
160419,0.2873299
160420,0.12482073
160421,0.6280552
160422,0.51359993
160423,0.004167501
160424,0.61511105
160425,0.020450298
160426,0.4114322
160427,0.0037485713
160428,0.44596082
160429,0.76986814
160430,0.77978456
160431,0.9495696
160432,0.0049669775
160433,0.72907925
160434,0.45335922
160435,0.8494638
160436,0.4839039
160437,0.009953438
160438,0.8645665
160439,0.42702836
160440,0.002269149
160441,0.066980764
160442,0.6695113
160443,0.9018226
160444,0.009588283
160445,0.78869534
160446,0.8479592
160447,0.77119225
160448,0.7664901
160449,0.027714333
160450,0.10794281
160451,0.8695771
160452,0.82130164
160453,0.015523457
160454,0.3311636
160455,0.022963079
160456,0.88770986
160457,0.67685586
160458,0.68020785
160459,0.51283264
160460,0.47539288
160461,0.42303103
160462,0.60441715
160463,0.7413433
160464,0.6093621
160465,0.62945944
160466,0.14231692
160467,0.42175636
160468,0.72976995
160469,0.83115846
160470,0.7408681
160471,0.81399906
160472,0.026129693
160473,0.9170269
160474,0.57327944
160475,0.08171653
160476,0.06269069
160477,0.12219077
160478,0.8490182
160479,0.8990218
160480,0.43619427
160481,0.5604279
160482,0.0370254
160483,0.0044648857
160484,0.47253215
160485,0.0028332488
160486,0.011879287
160487,0.22381754
160488,0.0059479666
160489,0.57963514
160490,0.04217123
160491,0.742186
160492,0.85399044
160493,0.7904997
160494,0.4495441
160495,0.32133994
160496,0.65331614
160497,0.24487242
160498,0.016850475
160499,0.77096164
160500,0.7821733
160501,0.006076874
160502,0.75618446
160503,0.68977135
160504,0.056700014
160505,0.93923295
160506,0.74835753
160507,0.39375025
160508,0.85006577
160509,0.96815914
160510,0.47375932
160511,0.73216003
160512,0.006590539
160513,0.5348412
160514,0.48938712
160515,0.8291477
160516,0.029616145
160517,0.6609924
160518,0.0070875506
160519,0.55695695
160520,0.013842165
160521,0.042903427
160522,0.67113674
160523,0.4694017
160524,0.82581997
160525,0.21185155
160526,0.48641613
160527,0.7833005
160528,0.33458325
160529,0.5180553
160530,0.014649117
160531,0.644464
160532,0.0641257
160533,0.6328534
160534,0.41883975
160535,0.69886965
160536,0.32944304
160537,0.19310966
160538,0.68300587
160539,0.37988153
160540,0.6559748
160541,0.6753398
160542,0.6758637
160543,0.009945748
160544,0.80006975
160545,0.0021759372
160546,0.82951957
160547,0.032945953
160548,0.39216524
160549,0.13707687
160550,0.3284009
160551,0.8221467
160552,0.7648867
160553,0.47612602
160554,0.5786183
160555,0.51383424
160556,0.22619775
160557,0.009734601
160558,0.51111394
160559,0.5762733
160560,0.057765413
160561,0.662084
160562,0.49354357
160563,0.57391846
160564,0.74286604
160565,0.73582673
160566,0.2099005
160567,0.42160365
160568,0.9585437
160569,0.0061064144
160570,0.8397442
160571,0.6589208
160572,0.17664526
160573,0.27650762
160574,0.6482791
160575,0.023429291
160576,0.1945412
160577,0.11298788
160578,0.8893834
160579,0.87495506
160580,0.44965494
160581,0.7771766
160582,0.3527716
160583,0.906446
160584,0.12600487
160585,0.8205921
160586,0.88201374
160587,0.8595433
160588,0.053297
160589,0.0037998091
160590,0.14575367
160591,0.016875124
160592,0.05827554
160593,0.67987114
160594,0.8107989
160595,0.4935247
160596,0.117983125
160597,0.27070668
160598,0.1614115
160599,0.022243923
160600,0.35488534
160601,0.13328445
160602,0.83234924
160603,0.073408216
160604,0.021586863
160605,0.5653314
160606,0.04437848
160607,0.59494853
160608,0.76282084
160609,0.76644844
160610,0.032849174
160611,0.51843214
160612,0.7573664
160613,0.2854948
160614,0.53636956
160615,0.9441579
160616,0.0041477736
160617,0.04102198
160618,0.30236664
160619,0.40558612
160620,0.90884256
160621,0.60994786
160622,0.27870172
160623,0.39591503
160624,0.3803657
160625,0.054537147
160626,0.48737863
160627,0.13826078
160628,0.87503445
160629,0.3017819
160630,0.022456132
160631,0.05781013
160632,0.80232257
160633,0.02740879
160634,0.094014645
160635,0.5331745
160636,0.85687894
160637,0.026114816
160638,0.5414204
160639,0.5490133
160640,0.8876271
160641,0.012888621
160642,0.90058887
160643,0.8360529
160644,0.0049246317
160645,0.30761728
160646,0.029968798
160647,0.7125382
160648,0.04777886
160649,0.06676372
160650,0.3708429
160651,0.62474394
160652,0.62005836
160653,0.010514208
160654,0.028617973
160655,0.6227361
160656,0.7388196
160657,0.024458576
160658,0.4780252
160659,0.0054109683
160660,0.77090967
160661,0.17775424
160662,0.6831256
160663,0.36467138
160664,0.001324673
160665,0.7055862
160666,0.010294464
160667,0.06082466
160668,0.18429081
160669,0.2506472
160670,0.57486326
160671,0.5831785
160672,0.9484135
160673,0.27407455
160674,0.92017996
160675,0.10400603
160676,0.1246417
160677,0.015515989
160678,0.8722209
160679,0.7354139
160680,0.48666874
160681,0.017098952
160682,0.09356153
160683,0.6572648
160684,0.7620841
160685,0.020690711
160686,0.35979486
160687,0.7322077
160688,0.071500644
160689,0.78562266
160690,0.5144642
160691,0.6186054
160692,0.020320484
160693,0.012623166
160694,0.47206524
160695,0.054664366
160696,0.55525476
160697,0.5450615
160698,0.8169373
160699,0.74840957
160700,0.69954115
160701,0.023052417
160702,0.029777965
160703,0.7232535
160704,0.574073
160705,0.002729775
160706,0.20117697
160707,0.052240938
160708,0.06410596
160709,0.24778274
160710,0.5132581
160711,0.69212884
160712,0.7321016
160713,0.04149084
160714,0.11359119
160715,0.28312826
160716,0.07577071
160717,0.8689615
160718,0.80345494
160719,0.33674562
160720,0.7029131
160721,0.5925603
160722,0.8559897
160723,0.59514725
160724,0.2949911
160725,0.6863924
160726,0.70009476
160727,0.9527087
160728,0.089105375
160729,0.012235546
160730,0.7350172
160731,0.70096135
160732,0.010310514
160733,0.01932431
160734,0.008488766
160735,0.62543
160736,0.61815727
160737,0.4270474
160738,0.7578991
160739,0.07554497
160740,0.33785313
160741,0.816353
160742,0.4765764
160743,0.37992993
160744,0.4174646
160745,0.0062427237
160746,0.062243607
160747,0.57244116
160748,0.77198684
160749,0.8633588
160750,0.371003
160751,0.92175686
160752,0.062223263
160753,0.03299827
160754,0.09938822
160755,0.16803221
160756,0.07512513
160757,0.905014
160758,0.022503698
160759,0.82064694
160760,0.008671226
160761,0.032633655
160762,0.5541665
160763,0.77078944
160764,0.04075915
160765,0.9386172
160766,0.5256904
160767,0.79933727
160768,0.7019683
160769,0.06316473
160770,0.7537581
160771,0.38512826
160772,0.48714107
160773,0.897079
160774,0.77235854
160775,0.019905062
160776,0.6986166
160777,0.37925315
160778,0.7944665
160779,0.6279405
160780,0.12062067
160781,0.8013204
160782,0.76347876
160783,0.009508145
160784,0.06687092
160785,0.0051100603
160786,0.8725571
160787,0.6726402
160788,0.38499978
160789,0.66896975
160790,0.8556581
160791,0.042731404
160792,0.54845834
160793,0.09766494
160794,0.5724033
160795,0.6417683
160796,0.70126
160797,0.01903679
160798,0.05987937
160799,0.08036025
160800,0.55555034
160801,0.022566877
160802,0.0628198
160803,0.61483383
160804,0.7101075
160805,0.48942423
160806,0.123617
160807,0.9594339
160808,0.08070177
